repositorio,estrelas,data_criacao,idade_anos,total_prs_aceitas,total_releases,ultima_atualizacao,dias_desde_atualizacao,linguagem_primaria,issues_fechadas,issues_total,razao_issues_fechadas
atlassian/react-beautiful-dnd,33951,2017-08-09T03:37:15Z,9.02,531,68,2026-08-17T07:07:06Z,0,JavaScript,1047,1618,0.6471
NginxProxyManager/nginx-proxy-manager,33889,2017-12-20T23:01:16Z,8.65,740,88,2026-08-17T20:58:03Z,0,TypeScript,2567,3319,0.7734
pcottle/learnGitBranching,33887,2012-08-13T22:36:09Z,14.01,692,0,2026-08-17T20:36:40Z,0,JavaScript,491,548,0.896
agentscope-ai/QwenPaw,33862,2026-02-24T03:42:56Z,0.48,2183,107,2026-08-17T21:01:41Z,0,Python,2850,3530,0.8074
carbon-language/carbon-lang,33855,2020-04-27T21:45:16Z,6.31,5665,763,2026-08-17T21:57:38Z,0,C++,659,868,0.7592
lib-pku/libpku,33850,2018-11-22T13:33:06Z,7.73,22,0,2026-08-17T20:20:02Z,0,TeX,32,43,0.7442
TabbyML/tabby,33830,2023-03-16T09:18:01Z,3.42,3002,249,2026-08-17T20:39:25Z,0,Rust,756,1014,0.7456
explosion/spaCy,33827,2014-07-03T15:15:40Z,12.12,3603,137,2026-08-17T21:28:56Z,0,Python,5594,5770,0.9695
halfrost/LeetCode-Go,33794,2017-07-18T00:06:14Z,9.08,182,5,2026-08-17T09:18:43Z,0,Go,82,82,1.0
SerenityOS/serenity,33757,2018-12-02T19:28:41Z,7.71,20150,0,2026-08-17T22:08:51Z,0,C++,3589,4315,0.8317
k3s-io/k3s,33750,2018-05-31T01:37:46Z,8.21,4830,1000,2026-08-17T21:14:39Z,0,Go,7617,7670,0.9931
K-Dense-AI/scientific-agent-skills,33745,2025-10-19T20:54:15Z,0.83,76,100,2026-08-17T21:18:27Z,0,Python,75,77,0.974
mli/paper-reading,33698,2021-10-22T06:34:51Z,4.82,15,0,2026-08-17T17:10:26Z,0,N/A,0,0,0.0
Pythagora-io/gpt-pilot,33696,2023-08-16T11:56:07Z,3.0,397,0,2026-08-17T08:33:32Z,0,Python,316,559,0.5653
alibaba/easyexcel,33673,2018-02-06T03:14:08Z,8.53,190,14,2026-08-16T05:26:31Z,1,Java,3128,3617,0.8648
anoma/anoma,33667,2021-02-02T10:00:16Z,5.54,898,12,2026-08-17T13:57:17Z,0,Elixir,630,720,0.875
valinet/ExplorerPatcher,33637,2021-08-09T14:17:24Z,5.02,24,300,2026-08-17T20:05:29Z,0,C,2450,2804,0.8738
Blankj/AndroidUtilCode,33636,2016-07-30T18:18:32Z,10.05,88,117,2026-08-17T07:00:01Z,0,Java,1285,1597,0.8046
anthropics/claude-plugins-official,33618,2025-11-20T18:36:20Z,0.74,3151,0,2026-08-17T21:53:18Z,0,Python,173,1070,0.1617
bayandin/awesome-awesomeness,33608,2014-07-08T05:44:19Z,12.11,197,0,2026-08-17T13:37:59Z,0,Ruby,52,71,0.7324
binwiederhier/ntfy,33567,2021-10-23T19:25:32Z,4.82,421,108,2026-08-17T20:51:58Z,0,Go,950,1274,0.7457
shadowsocks/shadowsocks,33562,2012-04-20T13:10:49Z,14.32,70,2,2026-08-17T13:36:17Z,0,Python,0,0,0.0
apache/kafka,33530,2011-08-15T18:06:16Z,15.01,13846,0,2026-08-17T20:25:15Z,0,Java,0,0,0.0
tinygrad/tinygrad,33457,2020-10-18T16:23:12Z,5.83,12326,15,2026-08-17T22:02:21Z,0,Python,1069,1182,0.9044
XX-net/XX-Net,33451,2015-01-15T09:35:51Z,11.59,364,390,2026-08-15T23:11:39Z,1,Python,5445,13367,0.4073
microsoft/WSL,33428,2016-04-06T17:32:56Z,10.36,1417,107,2026-08-17T21:17:06Z,0,C++,11519,12433,0.9265
AFNetworking/AFNetworking,33395,2011-05-31T21:28:44Z,15.21,710,40,2026-08-17T21:10:06Z,0,Objective-C,0,0,0.0
nicolargo/glances,33365,2011-12-04T08:49:15Z,14.7,829,61,2026-08-17T20:21:28Z,0,Python,2123,2218,0.9572
lutzroeder/netron,33363,2010-12-26T12:53:43Z,15.64,1,9,2026-08-17T20:08:18Z,0,JavaScript,1257,1272,0.9882
mckaywrigley/chatbot-ui,33338,2023-03-11T14:53:14Z,3.44,281,0,2026-08-17T20:42:55Z,0,TypeScript,819,1012,0.8093
remix-run/remix,33314,2020-10-26T19:57:28Z,5.81,4033,633,2026-08-17T21:55:53Z,0,TypeScript,2747,2774,0.9903
google/comprehensive-rust,33313,2022-12-21T15:17:24Z,3.66,2512,0,2026-08-17T21:35:14Z,0,Rust,256,373,0.6863
MetaCubeX/mihomo,33300,2021-05-20T11:06:33Z,5.24,322,62,2026-08-17T20:46:50Z,0,Python,1531,1980,0.7732
alibaba/nacos,33274,2018-06-15T06:49:27Z,8.17,3880,98,2026-08-17T16:46:18Z,0,Java,9616,9785,0.9827
motiondivision/motion,33267,2018-11-16T09:48:38Z,7.75,1283,0,2026-08-17T21:16:12Z,0,TypeScript,1838,1943,0.946
langfuse/langfuse,33264,2023-05-18T17:47:09Z,3.25,7521,654,2026-08-17T22:04:18Z,0,TypeScript,2557,2857,0.895
zeromicro/go-zero,33260,2020-08-07T15:37:57Z,6.03,2511,154,2026-08-17T15:52:00Z,0,Go,1884,1995,0.9444
dgtlmoon/changedetection.io,33212,2021-01-27T16:03:30Z,5.55,1171,216,2026-08-17T20:36:53Z,0,Python,1426,1739,0.82
waydabber/BetterDisplay,33211,2021-10-24T08:32:56Z,4.81,2,132,2026-08-17T21:52:13Z,0,N/A,3069,3288,0.9334
certbot/certbot,33201,2014-11-12T02:52:20Z,11.76,4130,72,2026-08-17T13:26:45Z,0,Python,5449,5572,0.9779
bilibili/ijkplayer,33195,2013-06-03T04:12:04Z,13.2,35,0,2026-08-17T13:34:50Z,0,C,2545,5381,0.473
linshenkx/prompt-optimizer,33165,2025-02-12T06:06:49Z,1.51,60,47,2026-08-17T19:19:22Z,0,TypeScript,217,224,0.9688
qier222/YesPlayMusic,33161,2020-10-09T10:04:21Z,5.85,297,32,2026-08-17T20:18:08Z,0,Vue,1203,1849,0.6506
vbenjs/vue-vben-admin,33152,2020-07-11T02:29:21Z,6.1,1917,63,2026-08-17T19:15:19Z,0,Vue,4059,4134,0.9819
cursor/cursor,33120,2023-03-12T00:19:42Z,3.43,49,0,2026-08-17T22:08:34Z,0,N/A,0,0,0.0
pear-devs/pear-desktop,33097,2019-04-19T18:14:40Z,7.33,1659,88,2026-08-17T20:18:31Z,0,TypeScript,1535,2075,0.7398
immutable-js/immutable-js,33039,2014-07-02T06:02:29Z,12.13,682,100,2026-08-17T09:19:59Z,0,TypeScript,1177,1276,0.9224
Leey21/awesome-ai-research-writing,33035,2026-01-30T07:59:30Z,0.54,0,0,2026-08-17T16:16:53Z,0,N/A,21,26,0.8077
binarywang/WxJava,33023,2016-01-06T08:24:05Z,10.61,1271,31,2026-08-17T19:50:29Z,0,Java,2519,2529,0.996
adobe/brackets,33013,2011-12-07T21:14:40Z,14.69,4332,69,2026-08-17T07:44:25Z,0,JavaScript,7063,9678,0.7298
datawhalechina/happy-llm,33012,2024-05-28T03:22:50Z,2.22,30,3,2026-08-17T19:05:51Z,0,Jupyter Notebook,81,134,0.6045
ibraheemdev/modern-unix,33012,2021-01-12T00:50:14Z,5.59,15,0,2026-08-17T11:56:26Z,0,N/A,30,85,0.3529
gulpjs/gulp,32951,2013-07-04T05:26:06Z,13.12,412,24,2026-08-16T17:41:49Z,1,JavaScript,1906,1936,0.9845
tokio-rs/tokio,32943,2016-09-09T22:31:36Z,9.93,4008,154,2026-08-17T19:43:25Z,0,Rust,2368,2681,0.8833
0xAX/linux-insides,32923,2015-01-03T18:44:57Z,11.62,650,0,2026-08-17T17:33:33Z,0,Python,177,195,0.9077
